0,1.4,1.57,1.85,1.93,2.57,2.59,2.73,2.82,2.91,3.16,3.52,3.83,3.88,3.9,3.93,3.95,4.01,4.03,4.06,4.13,4.18,4.19,4.2,4.22,4.23,4.24,4.28,4.29,4.33,4.331,4.34,4.43,4.49,4.51,4.511,4.61,4.611,4.65,4.71,4.73,4.86,4.9,4.901,5.09,5.21,5.37,5.66,5.98,6.45,6.52,6.59,6.86,6.88,6.91,7.01,7.21,7.22,7.24,7.241,7.39,7.41,7.49,7.5,7.57,7.63,7.66,7.67,7.68,7.69,7.7,7.72,7.73,7.82,7.95,8,8.08,8.1,8.11,8.14,8.16,8.18,8.22,8.28,8.29,8.33,8.36,8.37,8.371,8.42,8.43
370,27702.12787,10275.55441,14402.41637,11496.98209,6974.53218,5062.45361,11294.48412,12944.18115,5756.77798,5519.38403,17129.0888,7118.48478,7248.88115,9638.97656,16017.21713,15360.43681,13126.06546,15831.11005,28873.08701,13486.61498,10974.82375,7840.9952,10997.19469,5394.84857,12871.72879,14656.41592,8307.07385,7834.46261,10515.35316,9973.01269,3256.34417,9771.77051,6183.34776,7307.10619,5394.66516,22344.93957,6634.20454,22080.25658,6144.96014,30826.6672,4202.52751,9240.69748,10168.58544,9914.08328,10090.82348,12626.87755,6445.58644,13195.09087,14621.37801,17281.21333,12333.707,19770.70039,14533.84359,18463.26088,20962.34901,19915.08808,17255.53594,19651.8051,19343.94558,30608.28351,21402.52394,16182.2007,38633.6163,11774.81612,25023.10357,15972.10095,19235.63457,18993.04958,16197.87515,20801.70152,14813.77172,10226.32958,30837.67517,11503.42078,7491.52607,11308.71957,18898.15103,15869.25928,19956.57497,19974.38589,17871.4336,11674.97836,18717.10948,21264.78536,21640.22381,16539.80881,19089.04823,21392.52725,22262.4191,24056.48151
371,23308.20056,7335.24175,9127.30618,8968.37137,4992.80778,6079.93362,7579.93637,11520.38169,3899.17028,4404.40458,14257.94984,6693.18016,5776.7475,7039.09771,12865.43113,11601.88444,9857.10894,11206.53846,21319.05007,10163.98382,7674.43585,4160.87841,9910.01097,5950.07716,9028.03259,12297.56108,8395.93853,7732.56561,7692.04382,9654.1006,1738.3686,7599.87643,5359.81809,6331.18681,4582.04951,17020.23706,5240.25662,18066.41226,4960.60421,28643.1225,3582.72287,7929.38292,8190.57942,6712.48435,8192.463,12153.30925,5593.48575,11593.65973,13952.41464,13364.62713,8708.34561,19621.00583,15241.57555,16839.57355,23694.80793,21624.21011,18125.01972,21247.86129,18858.57967,31326.68712,23259.76909,17424.76317,36489.85566,12875.02808,21822.31897,17451.13227,19590.83216,20811.70364,13106.79908,20126.99551,16310.67522,10261.58238,29150.23608,11442.37405,7989.66896,9726.28217,18403.07803,18122.82632,21432.99254,18705.91496,18067.70377,11786.13199,19424.71042,22447.62456,23390.09176,18637.97242,19422.59368,23048.53568,23093.88856,26069.8289
372,17784.47763,3967.79465,7963.91896,6095.20631,2296.67005,3901.67167,6650.95946,8214.44823,2416.67416,3289.96855,11436.57015,1720.65588,1499.81349,4833.12505,9470.99551,8950.08611,7922.20513,9449.49612,16257.60972,7817.06103,6956.60483,4262.40547,8120.77256,1995.75637,7724.31352,11211.07856,3178.28499,3784.63776,5103.7494,5021.90952,1851.99389,6505.49411,2087.65262,5277.05116,2738.19744,15424.02146,4197.3969,17815.80011,3534.83519,25021.17252,134.97016,6206.46899,7792.82225,4789.55239,6596.19887,5423.14294,2401.04119,10726.25069,13383.83616,12099.74088,7839.42195,18696.83534,15020.4131,11845.37899,20423.54775,23080.21489,19571.33377,20642.83231,13337.67523,29492.13934,24603.57509,17207.3682,32807.61747,10006.03871,19944.83781,16326.28256,23085.32516,20100.25136,12164.49664,19510.19188,15798.69109,11651.57447,33176.35891,8383.7947,6381.09371,8693.52997,19936.38161,17870.21396,23103.47686,18467.49605,18345.20525,11987.20839,21679.64723,25397.586,24953.60703,20532.03525,21341.73076,26422.21095,24418.66419,30223.3112
373,18984.74318,7868.15618,8273.02173,6094.86988,5277.74311,5920.32654,5706.10894,8261.62317,3718.83666,3246.21801,12652.98495,4307.53973,4690.97324,6198.46801,11120.26312,8819.7779,8963.66958,10019.75698,18839.7836,7560.86774,7674.43876,5239.6439,9077.38066,4817.55854,10340.77993,10943.96441,6873.51576,6372.69878,7496.36176,6588.73845,3479.50773,6531.97895,5208.06503,5666.16412,6151.51562,13976.22733,4757.23739,19812.04547,4624.79983,27266.01394,3655.70256,7174.84588,6737.9809,6943.51913,6808.29608,7968.6508,4302.1025,10068.42673,15908.64158,13071.58452,9852.64911,24796.47687,19690.7544,14768.20137,28599.83647,27917.01603,23105.11622,25061.75736,17214.01396,33463.32451,30924.31359,20586.83085,32264.41619,13520.43454,21189.12979,18160.53318,26660.60057,26184.86129,12756.09383,23267.6678,19110.79134,13232.72274,36851.8331,11543.28799,10537.8636,9483.33106,25820.95538,21877.02463,24515.69031,20284.10594,23636.04397,14254.73476,25149.43577,30229.87358,29939.87874,24815.30573,24535.32092,31501.52654,29353.65446,37060.23592
374,15911.17183,7398.51808,6979.91846,4476.27479,4268.34549,4989.25365,5843.26651,7801.60201,2639.92775,3655.36903,8782.24145,4779.94018,5470.56179,4434.07473,9671.84741,7114.95677,6944.57472,7127.95097,13737.94581,6527.29985,6719.40157,3731.0969,7571.23467,3838.023,8645.07329,9922.68448,5354.14587,5681.43173,6448.09497,5466.65563,1672.5466,5605.87748,3897.05891,3763.41625,4130.36544,11428.84321,4686.38235,18306.05098,3675.51314,26806.59912,3586.8846,4769.56615,5733.70909,4966.8057,6458.76915,10120.36918,4917.72526,11865.18919,14844.33827,12936.3428,9528.31687,27563.74585,20300.74359,13064.06493,28958.61317,32648.52777,25463.04419,27637.02992,16335.92497,34089.36503,31831.11822,21289.69633,33114.5087,13652.18804,22590.42332,19864.88102,29740.36132,30009.07534,12488.93895,25303.74741,20348.92425,12333.14365,42675.80733,13857.11276,12766.57783,9843.02078,28022.01789,26871.0053,32088.16167,22875.70452,25651.62435,16183.64755,28677.74348,36668.50765,35556.88873,29087.30687,28298.68606,35454.48613,34637.01347,44157.05003
375,17215.22934,7950.55156,7617.6353,6162.74628,3446.15103,4617.6666,5984.41977,7264.74711,4423.89552,3543.08565,11542.31464,3940.19916,5142.33061,6553.37957,9382.31524,7339.37552,7338.34197,9758.07521,16423.97087,6804.0196,6367.87003,5003.41969,6433.569,5784.08829,8066.22138,10899.89579,6268.91095,4860.19817,6478.07763,5689.38128,3274.75876,5238.68876,3839.48432,5059.1492,4654.98108,10564.23861,5536.62283,19204.86495,2598.84983,26244.53513,5313.05937,6505.2822,6519.6007,4483.16567,5620.16522,8955.06018,5547.38217,14137.11464,16560.61736,17104.28676,10728.37442,35624.23456,27025.96151,15305.29504,39716.5195,39665.50532,33213.34427,35536.67153,18423.65113,43413.03864,41585.84933,26946.69297,41219.79859,16127.53155,25329.7094,22452.13157,37271.5356,37209.95281,14649.8174,30739.64716,24669.34568,15265.51222,48800.37336,13097.64489,13538.73423,13091.15089,34917.11434,33270.21252,37831.51322,27383.12501,32827.67845,20091.32999,39060.49552,44482.49344,43325.84893,37762.13453,34547.98595,45839.16915,42899.22455,55954.28204
376,12557.6278,6619.28703,7366.57808,3735.36026,5081.94601,3934.38683,7086.43451,7269.2133,2554.85794,4089.83923,9713.25868,4525.62508,2825.09868,4799.34903,8739.55298,6848.96555,7060.35936,8660.96093,12955.64807,6852.76566,5251.89844,5855.7531,9786.42006,3091.01579,6756.44091,12269.78307,6108.60285,5160.13672,7564.03055,4460.97954,2236.42745,4997.72055,3570.89211,7683.42969,2135.98726,13482.19724,5341.35405,19269.49106,2356.24795,29408.67908,6184.61014,7074.91973,6046.52596,5502.50516,4671.9486,6567.66566,3396.29132,17772.25604,22827.17245,17880.48351,10453.62192,51060.18348,42606.9155,18790.69192,56159.22431,63497.76604,48542.32437,52641.87459,22610.60835,63227.90261,65227.68654,38053.30287,51951.34536,21749.30689,32187.35201,33743.66307,60676.77388,57584.86548,17186.28613,45579.59862,36601.66265,24049.52345,73155.84116,19265.94032,19709.17673,13635.23257,51967.24124,49560.26428,56558.31814,40636.77354,47353.69037,28251.21605,57639.32839,69367.27709,66735.99367,56900.24915,48822.87045,69166.81024,64064.89262,87252.57529
377,15010.39184,5928.66509,9374.29802,5587.07618,3696.43971,5070.64492,5501.41282,9070.82935,4257.65561,4014.35218,10551.97956,4113.78537,3078.32434,6279.0575,8411.15765,7504.81704,7212.99976,10581.97487,16261.50625,7732.51009,6695.62484,5484.75646,8321.32287,3991.82702,9564.98242,11730.52952,5476.69669,5425.30684,6772.02219,6271.04423,3174.08876,5929.85729,3005.4593,8198.10897,5328.15132,12051.19914,6111.09133,20543.15696,4316.47348,30033.91917,4849.57546,7133.61663,7021.93175,5287.49058,7151.34601,9378.93219,5080.44647,28406.03929,37057.72838,26741.51092,14659.63133,85382.34838,65744.45118,24125.47157,92197.59498,98964.90821,78062.34197,84360.49932,30733.56116,98877.17401,100623.6183,58165.70888,78920.29632,32123.19262,51277.4425,50424.51882,96687.76781,90002.27241,24335.34864,72725.39779,54023.34609,38446.85658,116455.8075,26955.8016,30716.14767,21776.85568,85287.43229,80564.87468,88983.49149,58888.11228,76720.96748,44306.57784,90603.45159,108442.0846,100229.5401,90655.39749,79221.78819,113883.8885,103537.1744,141793.9172
378,12430.96996,5857.42289,7976.90671,6383.25026,7159.39938,3957.41871,5128.17655,10081.08043,3259.73286,1299.52838,11354.02284,4684.53758,4746.57637,7620.14866,9745.69786,9573.68774,10026.59664,12449.31355,14581.61132,10559.07732,7782.50434,5461.04479,10346.15743,4789.45789,9602.6112,10132.19377,6417.3503,7368.14297,9477.31904,8153.34873,3517.44189,7231.77487,5611.1548,6179.13043,5401.45855,13426.99853,5389.87066,23086.43143,5088.97503,33285.67138,6612.11782,8556.67114,8165.03362,6373.06412,7891.50319,8423.618,6559.54002,46880.07216,55399.70413,39345.51313,17523.25751,141592.2282,109621.7525,38892.98202,157009.6201,168827.5095,128052.0456,142561.4686,46788.22902,158032.9086,171007.8923,96474.06689,124521.0743,50078.74171,78730.72107,80918.35678,161513.2153,148548.5963,38697.82062,120320.3644,91931.92646,58302.79653,196865.7969,45902.12712,52985.54333,36630.33804,146153.0367,138152.2604,152750.4336,97348.16279,126972.5268,74205.47293,158916.3358,190229.712,172172.5078,156892.0512,137325.9064,191917.1979,178799.3287,237996.0711
